antecedents,consequents,support,confidence,lift
"frozenset({'Area_Category_Large_Area', 'Parking_Category_No_Parking', 'Price_Category_Low'})","frozenset({'Bedroom_Category_Few_Bedrooms', 'Bathroom_Category_Few_Bathrooms'})",0.0710085933966531,0.9181286549707602,1.737998678202355
"frozenset({'Price_Category_Medium', 'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms'})",frozenset({'Bathroom_Category_Few_Bathrooms'}),0.208955223880597,0.9914163090128755,1.7369425191976766
"frozenset({'Bathroom_Category_Few_Bathrooms', 'Price_Category_Low'})",frozenset({'Bedroom_Category_Few_Bedrooms'}),0.23383084577114427,0.9736346516007534,1.7332578218110029
"frozenset({'Area_Category_Large_Area', 'Price_Category_Medium', 'Bedroom_Category_Few_Bedrooms'})",frozenset({'Bathroom_Category_Few_Bathrooms'}),0.07281772953414745,0.9877300613496933,1.730484283394748
"frozenset({'Area_Category_Large_Area', 'Price_Category_Medium', 'Parking_Category_No_Parking'})",frozenset({'Bathroom_Category_Few_Bathrooms'}),0.0710085933966531,0.9874213836477986,1.729943485931286
"frozenset({'Price_Category_Medium', 'Area_Category_Medium_Area', 'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms'})",frozenset({'Bathroom_Category_Few_Bathrooms'}),0.06603346901854365,0.9864864864864865,1.728305563884011
"frozenset({'Area_Category_Medium_Area', 'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms'})",frozenset({'Bathroom_Category_Few_Bathrooms'}),0.14789687924016282,0.9849397590361445,1.7255957268057969
"frozenset({'Area_Category_Medium_Area', 'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms', 'Price_Category_Low'})",frozenset({'Bathroom_Category_Few_Bathrooms'}),0.05789235639981909,0.9846153846153846,1.725027428989394
"frozenset({'Area_Category_Large_Area', 'Bathroom_Category_Few_Bathrooms'})",frozenset({'Bedroom_Category_Few_Bedrooms'}),0.16598824061510628,0.9683377308707124,1.7238282793519688
"frozenset({'Area_Category_Small_Area', 'Parking_Category_No_Parking', 'Bathroom_Category_Few_Bathrooms', 'Price_Category_Low'})",frozenset({'Bedroom_Category_Few_Bedrooms'}),0.0777928539122569,0.9662921348314608,1.720186723117842
frozenset({'Bathroom_Category_Few_Bathrooms'}),"frozenset({'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms'})",0.4798733604703754,0.8407290015847861,1.7195669033339152
"frozenset({'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms'})",frozenset({'Bathroom_Category_Few_Bathrooms'}),0.4798733604703754,0.9814986123959296,1.719566903333915
"frozenset({'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms', 'Price_Category_Low'})",frozenset({'Bathroom_Category_Few_Bathrooms'}),0.2130257801899593,0.98125,1.7191313391442156
"frozenset({'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms', 'Area_Category_Small_Area'})",frozenset({'Bathroom_Category_Few_Bathrooms'}),0.1628222523744912,0.9809264305177112,1.7185644515647065
"frozenset({'Area_Category_Large_Area', 'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms'})",frozenset({'Bathroom_Category_Few_Bathrooms'}),0.15649027589326098,0.9774011299435029,1.71238819200086
"frozenset({'Area_Category_Large_Area', 'Price_Category_Medium'})","frozenset({'Bedroom_Category_Few_Bedrooms', 'Bathroom_Category_Few_Bathrooms'})",0.07281772953414745,0.904494382022472,1.7121892796675389
"frozenset({'Price_Category_Medium', 'Parking_Category_No_Parking', 'Area_Category_Medium_Area'})",frozenset({'Bedroom_Category_Few_Bedrooms'}),0.06693803708729082,0.961038961038961,1.7108350586611456
"frozenset({'Area_Category_Medium_Area', 'Parking_Category_No_Parking', 'Bathroom_Category_Few_Bathrooms'})",frozenset({'Bedroom_Category_Few_Bedrooms'}),0.14789687924016282,0.9589442815249267,1.7071061243571763
"frozenset({'Price_Category_Medium', 'Area_Category_Medium_Area', 'Bedroom_Category_Few_Bedrooms'})",frozenset({'Bathroom_Category_Few_Bathrooms'}),0.06693803708729082,0.9736842105263157,1.7058762198682125
"frozenset({'Area_Category_Large_Area', 'Bedroom_Category_Few_Bedrooms', 'Price_Category_Low'})",frozenset({'Bathroom_Category_Few_Bathrooms'}),0.07643600180913614,0.9712643678160919,1.7016367014590963
"frozenset({'Area_Category_Small_Area', 'Bathroom_Category_Few_Bathrooms', 'Price_Category_Low'})",frozenset({'Bedroom_Category_Few_Bedrooms'}),0.08729081863410222,0.9554455445544555,1.7008776964652987
"frozenset({'Price_Category_Medium', 'Bedroom_Category_Few_Bedrooms'})",frozenset({'Bathroom_Category_Few_Bathrooms'}),0.2265943012211669,0.9690522243713733,1.697761068213238
"frozenset({'Area_Category_Small_Area', 'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms', 'Price_Category_Low'})",frozenset({'Bathroom_Category_Few_Bathrooms'}),0.0777928539122569,0.9662921348314608,1.6929254438291284
"frozenset({'Parking_Category_No_Parking', 'Bathroom_Category_Few_Bathrooms'})",frozenset({'Bedroom_Category_Few_Bedrooms'}),0.4798733604703754,0.9464763603925066,1.6849108154813464
